SVC Results:
Attributes: ('fixed acidity',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity',), Accuracy: 0.76769, Precision: 0.59040, Recall: 0.76769
Attributes: ('citric acid',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('chlorides',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('free sulfur dioxide',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('total sulfur dioxide',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('density',), Accuracy: 0.76923, Precision: 0.72054, Recall: 0.76923
Attributes: ('pH',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('sulphates',), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('alcohol',), Accuracy: 0.78000, Precision: 0.72314, Recall: 0.78000
Attributes: ('fixed acidity', 'volatile acidity'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'citric acid'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'residual sugar'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'chlorides'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'free sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'density'), Accuracy: 0.77000, Precision: 0.73715, Recall: 0.77000
Attributes: ('fixed acidity', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'sulphates'), Accuracy: 0.77077, Precision: 0.74730, Recall: 0.77077
Attributes: ('fixed acidity', 'alcohol'), Accuracy: 0.78000, Precision: 0.72277, Recall: 0.78000
Attributes: ('volatile acidity', 'citric acid'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'residual sugar'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'chlorides'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'free sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'density'), Accuracy: 0.77154, Precision: 0.71127, Recall: 0.77154
Attributes: ('volatile acidity', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'alcohol'), Accuracy: 0.78462, Precision: 0.73115, Recall: 0.78462
Attributes: ('citric acid', 'residual sugar'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'chlorides'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'free sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'density'), Accuracy: 0.76923, Precision: 0.72054, Recall: 0.76923
Attributes: ('citric acid', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('citric acid', 'alcohol'), Accuracy: 0.78308, Precision: 0.73037, Recall: 0.78308
Attributes: ('residual sugar', 'chlorides'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar', 'free sulfur dioxide'), Accuracy: 0.76923, Precision: 0.62868, Recall: 0.76923
Attributes: ('residual sugar', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar', 'density'), Accuracy: 0.78077, Precision: 0.72938, Recall: 0.78077
Attributes: ('residual sugar', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('residual sugar', 'alcohol'), Accuracy: 0.78154, Precision: 0.72530, Recall: 0.78154
Attributes: ('chlorides', 'free sulfur dioxide'), Accuracy: 0.76923, Precision: 0.62868, Recall: 0.76923
Attributes: ('chlorides', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('chlorides', 'density'), Accuracy: 0.76846, Precision: 0.68841, Recall: 0.76846
Attributes: ('chlorides', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('chlorides', 'sulphates'), Accuracy: 0.76615, Precision: 0.63968, Recall: 0.76615
Attributes: ('chlorides', 'alcohol'), Accuracy: 0.78692, Precision: 0.73810, Recall: 0.78692
Attributes: ('free sulfur dioxide', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('free sulfur dioxide', 'density'), Accuracy: 0.77538, Precision: 0.78563, Recall: 0.77538
Attributes: ('free sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('free sulfur dioxide', 'sulphates'), Accuracy: 0.77000, Precision: 0.78529, Recall: 0.77000
Attributes: ('free sulfur dioxide', 'alcohol'), Accuracy: 0.78692, Precision: 0.74121, Recall: 0.78692
Attributes: ('total sulfur dioxide', 'density'), Accuracy: 0.77154, Precision: 0.71859, Recall: 0.77154
Attributes: ('total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('total sulfur dioxide', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('total sulfur dioxide', 'alcohol'), Accuracy: 0.77462, Precision: 0.71289, Recall: 0.77462
Attributes: ('density', 'pH'), Accuracy: 0.77154, Precision: 0.70646, Recall: 0.77154
Attributes: ('density', 'sulphates'), Accuracy: 0.77077, Precision: 0.71015, Recall: 0.77077
Attributes: ('density', 'alcohol'), Accuracy: 0.77769, Precision: 0.71946, Recall: 0.77769
Attributes: ('pH', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('pH', 'alcohol'), Accuracy: 0.78000, Precision: 0.72292, Recall: 0.78000
Attributes: ('sulphates', 'alcohol'), Accuracy: 0.78154, Precision: 0.72796, Recall: 0.78154
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density'), Accuracy: 0.77077, Precision: 0.70672, Recall: 0.77077
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77308, Precision: 0.78712, Recall: 0.77308
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.78692, Precision: 0.74054, Recall: 0.78692
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH'), Accuracy: 0.77154, Precision: 0.70561, Recall: 0.77154
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.77615, Precision: 0.74720, Recall: 0.77615
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.79000, Precision: 0.74536, Recall: 0.79000
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77154, Precision: 0.78620, Recall: 0.77154
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.78846, Precision: 0.74332, Recall: 0.78846
Attributes: ('fixed acidity', 'citric acid', 'free sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79154, Precision: 0.75189, Recall: 0.79154
Attributes: ('fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH'), Accuracy: 0.77385, Precision: 0.71650, Recall: 0.77385
Attributes: ('fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.77385, Precision: 0.73719, Recall: 0.77385
Attributes: ('fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.78154, Precision: 0.72739, Recall: 0.78154
Attributes: ('fixed acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77231, Precision: 0.75929, Recall: 0.77231
Attributes: ('fixed acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.78462, Precision: 0.73291, Recall: 0.78462
Attributes: ('fixed acidity', 'citric acid', 'total sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.78846, Precision: 0.74111, Recall: 0.78846
Attributes: ('fixed acidity', 'citric acid', 'density', 'pH', 'sulphates'), Accuracy: 0.77462, Precision: 0.71932, Recall: 0.77462
Attributes: ('fixed acidity', 'citric acid', 'density', 'pH', 'alcohol'), Accuracy: 0.78538, Precision: 0.73354, Recall: 0.78538
Attributes: ('fixed acidity', 'citric acid', 'density', 'sulphates', 'alcohol'), Accuracy: 0.79000, Precision: 0.74327, Recall: 0.79000
Attributes: ('fixed acidity', 'citric acid', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.79154, Precision: 0.74564, Recall: 0.79154
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide'), Accuracy: 0.76923, Precision: 0.62868, Recall: 0.76923
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'density'), Accuracy: 0.78538, Precision: 0.77824, Recall: 0.78538
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'sulphates'), Accuracy: 0.77231, Precision: 0.76717, Recall: 0.77231
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'free sulfur dioxide', 'alcohol'), Accuracy: 0.79077, Precision: 0.78743, Recall: 0.79077
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'density'), Accuracy: 0.78923, Precision: 0.74998, Recall: 0.78923
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77231, Precision: 0.75929, Recall: 0.77231
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.78154, Precision: 0.72718, Recall: 0.78154
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'density', 'pH'), Accuracy: 0.79231, Precision: 0.74539, Recall: 0.79231
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'density', 'sulphates'), Accuracy: 0.78385, Precision: 0.74189, Recall: 0.78385
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'density', 'alcohol'), Accuracy: 0.78615, Precision: 0.73492, Recall: 0.78615
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'pH', 'sulphates'), Accuracy: 0.77154, Precision: 0.73838, Recall: 0.77154
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'pH', 'alcohol'), Accuracy: 0.79077, Precision: 0.74279, Recall: 0.79077
Attributes: ('fixed acidity', 'residual sugar', 'chlorides', 'sulphates', 'alcohol'), Accuracy: 0.79154, Precision: 0.74404, Recall: 0.79154
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density'), Accuracy: 0.78462, Precision: 0.77413, Recall: 0.78462
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77308, Precision: 0.82481, Recall: 0.77308
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.79308, Precision: 0.79043, Recall: 0.79308
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'pH'), Accuracy: 0.79154, Precision: 0.78274, Recall: 0.79154
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.79077, Precision: 0.80078, Recall: 0.79077
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.79077, Precision: 0.78567, Recall: 0.79077
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77077, Precision: 0.78575, Recall: 0.77077
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79077, Precision: 0.74881, Recall: 0.79077
Attributes: ('fixed acidity', 'residual sugar', 'free sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.78923, Precision: 0.77930, Recall: 0.78923
Attributes: ('fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH'), Accuracy: 0.78923, Precision: 0.74059, Recall: 0.78923
Attributes: ('fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.78000, Precision: 0.72828, Recall: 0.78000
Attributes: ('fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.78077, Precision: 0.72569, Recall: 0.78077
Attributes: ('fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77154, Precision: 0.75422, Recall: 0.77154
Attributes: ('fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.78538, Precision: 0.73348, Recall: 0.78538
Attributes: ('fixed acidity', 'residual sugar', 'total sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.78615, Precision: 0.73565, Recall: 0.78615
Attributes: ('fixed acidity', 'residual sugar', 'density', 'pH', 'sulphates'), Accuracy: 0.79000, Precision: 0.74306, Recall: 0.79000
Attributes: ('fixed acidity', 'residual sugar', 'density', 'pH', 'alcohol'), Accuracy: 0.78385, Precision: 0.73034, Recall: 0.78385
Attributes: ('fixed acidity', 'residual sugar', 'density', 'sulphates', 'alcohol'), Accuracy: 0.78538, Precision: 0.73457, Recall: 0.78538
Attributes: ('fixed acidity', 'residual sugar', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.78769, Precision: 0.74055, Recall: 0.78769
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'density'), Accuracy: 0.77077, Precision: 0.70310, Recall: 0.77077
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77231, Precision: 0.73476, Recall: 0.77231
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.78846, Precision: 0.74211, Recall: 0.78846
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'density', 'pH'), Accuracy: 0.77462, Precision: 0.71525, Recall: 0.77462
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.77769, Precision: 0.74002, Recall: 0.77769
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.78538, Precision: 0.73523, Recall: 0.78538
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77231, Precision: 0.75929, Recall: 0.77231
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79000, Precision: 0.74536, Recall: 0.79000
Attributes: ('fixed acidity', 'chlorides', 'free sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79000, Precision: 0.74536, Recall: 0.79000
Attributes: ('fixed acidity', 'chlorides', 'total sulfur dioxide', 'density', 'pH'), Accuracy: 0.77615, Precision: 0.72963, Recall: 0.77615
Attributes: ('fixed acidity', 'chlorides', 'total sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.77308, Precision: 0.73303, Recall: 0.77308
Attributes: ('fixed acidity', 'chlorides', 'total sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.78077, Precision: 0.72513, Recall: 0.78077
Attributes: ('fixed acidity', 'chlorides', 'total sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77308, Precision: 0.76321, Recall: 0.77308
Attributes: ('fixed acidity', 'chlorides', 'total sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.78462, Precision: 0.73203, Recall: 0.78462
Attributes: ('fixed acidity', 'chlorides', 'total sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.78923, Precision: 0.74059, Recall: 0.78923
Attributes: ('fixed acidity', 'chlorides', 'density', 'pH', 'sulphates'), Accuracy: 0.77615, Precision: 0.72048, Recall: 0.77615
Attributes: ('fixed acidity', 'chlorides', 'density', 'pH', 'alcohol'), Accuracy: 0.78538, Precision: 0.73293, Recall: 0.78538
Attributes: ('fixed acidity', 'chlorides', 'density', 'sulphates', 'alcohol'), Accuracy: 0.79154, Precision: 0.74372, Recall: 0.79154
Attributes: ('fixed acidity', 'chlorides', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.79231, Precision: 0.74562, Recall: 0.79231
Attributes: ('fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH'), Accuracy: 0.77615, Precision: 0.71916, Recall: 0.77615
Attributes: ('fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.77538, Precision: 0.72911, Recall: 0.77538
Attributes: ('fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.78769, Precision: 0.74024, Recall: 0.78769
Attributes: ('fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.77231, Precision: 0.78666, Recall: 0.77231
Attributes: ('fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.78615, Precision: 0.73626, Recall: 0.78615
Attributes: ('fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol'), Accuracy: 0.79077, Precision: 0.74606, Recall: 0.79077
Attributes: ('fixed acidity', 'free sulfur dioxide', 'density', 'pH', 'sulphates'), Accuracy: 0.78923, Precision: 0.76127, Recall: 0.78923
Attributes: ('fixed acidity', 'free sulfur dioxide', 'density', 'pH', 'alcohol'), Accuracy: 0.78154, Precision: 0.72718, Recall: 0.78154
Attributes: ('fixed acidity', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol'), Accuracy: 0.79231, Precision: 0.74987, Recall: 0.79231
Attributes: ('fixed acidity', 'free sulfur dioxide', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.78615, Precision: 0.73911, Recall: 0.78615
Attributes: ('fixed acidity', 'total sulfur dioxide', 'density', 'pH', 'sulphates'), Accuracy: 0.77615, Precision: 0.72048, Recall: 0.77615
Attributes: ('fixed acidity', 'total sulfur dioxide', 'density', 'pH', 'alcohol'), Accuracy: 0.78385, Precision: 0.73080, Recall: 0.78385
Attributes: ('fixed acidity', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol'), Accuracy: 0.78615, Precision: 0.73496, Recall: 0.78615
Attributes: ('fixed acidity', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.78538, Precision: 0.73383, Recall: 0.78538
Attributes: ('fixed acidity', 'density', 'pH', 'sulphates', 'alcohol'), Accuracy: 0.79000, Precision: 0.74327, Recall: 0.79000
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'free sulfur dioxide'), Accuracy: 0.76923, Precision: 0.62868, Recall: 0.76923
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'density'), Accuracy: 0.78769, Precision: 0.74338, Recall: 0.78769
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'sulphates'), Accuracy: 0.77000, Precision: 0.70056, Recall: 0.77000
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'chlorides', 'alcohol'), Accuracy: 0.78846, Precision: 0.74256, Recall: 0.78846
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide'), Accuracy: 0.76923, Precision: 0.62868, Recall: 0.76923
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density'), Accuracy: 0.78846, Precision: 0.78156, Recall: 0.78846
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'sulphates'), Accuracy: 0.77154, Precision: 0.82389, Recall: 0.77154
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'alcohol'), Accuracy: 0.79308, Precision: 0.79237, Recall: 0.79308
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density'), Accuracy: 0.78615, Precision: 0.73796, Recall: 0.78615
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.78615, Precision: 0.73668, Recall: 0.78615
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH'), Accuracy: 0.79077, Precision: 0.74539, Recall: 0.79077
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'density', 'sulphates'), Accuracy: 0.78846, Precision: 0.75108, Recall: 0.78846
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'density', 'alcohol'), Accuracy: 0.79231, Precision: 0.74923, Recall: 0.79231
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'pH', 'sulphates'), Accuracy: 0.76846, Precision: 0.68777, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'pH', 'alcohol'), Accuracy: 0.79308, Precision: 0.74649, Recall: 0.79308
Attributes: ('volatile acidity', 'citric acid', 'residual sugar', 'sulphates', 'alcohol'), Accuracy: 0.79538, Precision: 0.75351, Recall: 0.79538
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'free sulfur dioxide', 'total sulfur dioxide'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'free sulfur dioxide', 'density'), Accuracy: 0.78000, Precision: 0.73569, Recall: 0.78000
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'free sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'free sulfur dioxide', 'sulphates'), Accuracy: 0.77154, Precision: 0.73160, Recall: 0.77154
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'free sulfur dioxide', 'alcohol'), Accuracy: 0.79308, Precision: 0.76046, Recall: 0.79308
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'total sulfur dioxide', 'density'), Accuracy: 0.78000, Precision: 0.74143, Recall: 0.78000
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.76615, Precision: 0.64969, Recall: 0.76615
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.79000, Precision: 0.74749, Recall: 0.79000
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'density', 'pH'), Accuracy: 0.78000, Precision: 0.73569, Recall: 0.78000
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'density', 'sulphates'), Accuracy: 0.77385, Precision: 0.72506, Recall: 0.77385
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'density', 'alcohol'), Accuracy: 0.79385, Precision: 0.75327, Recall: 0.79385
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'pH', 'sulphates'), Accuracy: 0.77077, Precision: 0.74730, Recall: 0.77077
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'pH', 'alcohol'), Accuracy: 0.79154, Precision: 0.74564, Recall: 0.79154
Attributes: ('volatile acidity', 'citric acid', 'chlorides', 'sulphates', 'alcohol'), Accuracy: 0.79385, Precision: 0.74989, Recall: 0.79385
Attributes: ('volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density'), Accuracy: 0.77538, Precision: 0.71895, Recall: 0.77538
Attributes: ('volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH'), Accuracy: 0.76846, Precision: 0.59053, Recall: 0.76846
Attributes: ('volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates'), Accuracy: 0.77154, Precision: 0.78620, Recall: 0.77154
Attributes: ('volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol'), Accuracy: 0.79077, Precision: 0.75058, Recall: 0.79077
Attributes: ('volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH'), Accuracy: 0.77769, Precision: 0.72793, Recall: 0.77769
Attributes: ('volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates'), Accuracy: 0.77846, Precision: 0.73495, Recall: 0.77846
Attributes: ('volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'alcohol'), Accuracy: 0.79154, Precision: 0.75520, Recall: 0.79154
Attributes: ('volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates'), Accuracy: 0.76923, Precision: 0.78483, Recall: 0.76923
Attributes: ('volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'alcohol'), Accuracy: 0.79000, Precision: 0.75254, Recall: 0.79000
